#{"t_start": 1762788408.883086, "env_id": "None"}
r,l,t
-49.938054,1,121.347751
-49.938054,1,121.471627
-49.938054,1,121.593513
-49.938054,1,121.716359
-49.938054,1,121.837255
-49.938054,1,121.958064
-49.938054,1,122.084435
-49.938054,1,122.205977
-49.938054,1,122.329886
-49.938054,1,122.453801
-49.938054,1,122.576879
-49.938054,1,122.703593
-49.938054,1,122.824443
-49.938054,1,122.950085
-49.938054,1,123.075103
-49.938054,1,123.200694
-49.938054,1,123.324937
-49.938054,1,123.44967
-49.938054,1,123.571474
-49.938054,1,123.694088
-49.938054,1,123.820471
-49.938054,1,123.942873
-49.938054,1,124.065991
-49.938054,1,124.189582
-49.938054,1,124.312347
-49.938054,1,124.437029
-49.938054,1,124.562894
-49.938054,1,124.686325
-49.938054,1,124.807931
-49.938054,1,124.929863
-49.938054,1,125.056137
-49.938054,1,125.179368
-49.938054,1,125.303396
-49.938054,1,125.425195
-49.938054,1,125.546728
-49.938054,1,125.674724
-49.938054,1,125.801743
-49.938054,1,125.924604
-49.938054,1,126.045633
-49.938054,1,126.181787
-49.938054,1,126.306548
-49.938054,1,126.432883
-49.938054,1,126.555643
-49.938054,1,126.676257
-49.938054,1,126.802574
-49.938054,1,126.924198
-49.938054,1,127.048548
-49.938054,1,127.171154
-49.938054,1,127.295191
-49.938054,1,127.422578
-49.938054,1,127.544422
-49.938054,1,127.666407
-49.938054,1,127.790559
-49.938054,1,127.911641
-49.938054,1,128.035747
-49.938054,1,128.159864
-49.938054,1,128.285923
-49.938054,1,128.408643
-49.938054,1,128.529067
-49.938054,1,128.653456
-49.938054,1,128.777431
-49.938054,1,128.906038
-49.938054,1,129.031605
-49.938054,1,129.157528
-49.938054,1,129.280001
-49.938054,1,129.405079
-49.938054,1,129.531674
-49.938054,1,129.654461
-49.938054,1,129.777553
-49.938054,1,129.898494
-49.938054,1,130.022536
-49.938054,1,130.153595
-49.938054,1,130.29601
-49.938054,1,130.426617
-49.938054,1,130.560061
-49.938054,1,130.694188
-49.938054,1,130.829941
-49.938054,1,130.955228
-49.938054,1,131.0805
-49.938054,1,131.204734
-49.938054,1,131.329954
-49.938054,1,131.45631
-49.938054,1,131.578427
-49.938054,1,131.701462
-49.938054,1,131.824665
-49.938054,1,131.948098
-49.938054,1,132.075141
-49.938054,1,132.196079
-49.938054,1,132.318566
-49.938054,1,132.446893
-49.938054,1,132.569622
-49.938054,1,132.692051
-49.938054,1,132.813062
-49.938054,1,132.938925
-49.938054,1,133.064612
-49.938054,1,133.186346
-49.938054,1,133.313648
-49.938054,1,133.436677
-49.938054,1,133.560112
-49.938054,1,133.683213
-49.938054,1,133.807781
-49.938054,1,133.92879
-49.938054,1,134.049636
-49.938054,1,134.171869
-49.938054,1,134.296908
-49.938054,1,134.418005
-49.938054,1,134.546007
-49.938054,1,134.666038
-49.938054,1,134.78733
-49.938054,1,134.917103
-49.938054,1,135.040665
-49.938054,1,135.164576
-49.938054,1,135.28496
-49.938054,1,135.40855
-49.938054,1,135.536885
-49.938054,1,135.660306
-49.938054,1,135.78689
-49.938054,1,135.914552
-49.938054,1,136.046014
-49.938054,1,136.176463
-49.938054,1,136.306234
-49.938054,1,136.433518
-49.938054,1,136.567671
-49.938054,1,136.698431
-49.938054,1,136.833917
-49.938054,1,136.957796
-49.938054,1,137.090688
-49.938054,1,137.215293
-49.938054,1,137.336447
-49.938054,1,137.462357
-49.938054,1,137.586302
-49.938054,1,137.708671
-49.938054,1,137.831584
-49.938054,1,137.953396
-49.938054,1,138.076066
-49.938054,1,138.20277
-49.938054,1,138.328892
-49.938054,1,138.452002
-49.938054,1,138.574025
-49.938054,1,138.697551
-49.938054,1,138.820893
-49.938054,1,138.942309
-49.938054,1,139.066824
-49.938054,1,139.188183
-49.938054,1,139.310608
-49.938054,1,139.436138
-49.938054,1,139.561242
-49.938054,1,139.685502
-49.938054,1,139.805734
-49.938054,1,139.928088
-49.938054,1,140.052367
-49.938054,1,140.172196
-49.938054,1,140.297437
-49.938054,1,140.420793
-49.938054,1,140.542828
-49.938054,1,140.668727
-49.938054,1,140.796708
-49.938054,1,140.921877
-49.938054,1,141.043989
-49.938054,1,141.166898
-49.938054,1,141.289623
-49.938054,1,141.411819
-49.938054,1,141.540605
-49.938054,1,141.664296
-49.938054,1,141.797204
-49.938054,1,141.924481
-49.938054,1,142.05519
-49.938054,1,142.180637
-49.938054,1,142.310029
-49.938054,1,142.437319
-49.938054,1,142.562556
-49.938054,1,142.690002
-49.938054,1,142.813469
-49.938054,1,142.940975
-49.938054,1,143.071368
-49.938054,1,143.195383
-49.938054,1,143.323869
-49.938054,1,143.445146
-49.938054,1,143.569516
-49.938054,1,143.692707
-49.938054,1,143.815572
-49.938054,1,143.938266
-49.938054,1,144.058595
-49.938054,1,144.183951
-49.938054,1,144.317361
-49.938054,1,144.447316
-49.938054,1,144.588148
-49.938054,1,144.716432
-49.938054,1,144.845708
-49.938054,1,144.974213
-49.938054,1,145.099716
-49.938054,1,145.222695
-49.938054,1,145.343876
-49.938054,1,145.465791
-49.938054,1,145.588354
-49.938054,1,145.709496
-49.938054,1,145.835849
-49.938054,1,145.957054
-49.938054,1,146.077865
-49.938054,1,146.200093
-49.938054,1,146.32242
-49.938054,1,146.445939
-49.938054,1,146.569224
-49.938054,1,146.690505
-49.938054,1,146.811237
-49.938054,1,146.937184
-49.938054,1,147.062721
-49.938054,1,147.186062
-49.938054,1,147.309352
-49.938054,1,147.432295
-49.938054,1,147.554902
-49.938054,1,147.676381
-49.938054,1,147.796331
-49.938054,1,147.917976
-49.938054,1,148.041019
-49.938054,1,148.178929
-49.938054,1,148.306299
-49.938054,1,148.42777
-49.938054,1,148.549988
-49.938054,1,148.675653
-49.938054,1,148.79548
-49.938054,1,148.917808
-49.938054,1,149.040652
-49.938054,1,149.161941
-49.938054,1,149.285781
-49.938054,1,149.409257
-49.938054,1,149.535849
-49.938054,1,149.658484
-49.938054,1,149.778956
-49.938054,1,149.902612
-49.938054,1,150.024643
-49.938054,1,150.145238
-49.938054,1,150.266921
-49.938054,1,150.390927
-49.938054,1,150.515543
-49.938054,1,150.637835
-49.938054,1,150.764303
-49.938054,1,150.887589
-49.938054,1,151.011849
-49.938054,1,151.135861
-49.938054,1,151.265455
-49.938054,1,151.388783
-49.938054,1,151.52312
-49.938054,1,151.647678
-49.938054,1,151.770698
-49.938054,1,151.894794
-49.938054,1,152.022465
-49.938054,1,152.153164
-49.938054,1,152.276881
-49.938054,1,152.400522
-49.938054,1,152.524605
-49.938054,1,152.653316
-49.938054,1,152.7787
-49.938054,1,152.903228
-49.938054,1,153.027354
-49.938054,1,153.15008
-49.938054,1,153.281202
-49.938054,1,153.404022
-49.938054,1,153.539525
-49.938054,1,153.663251
-49.938054,1,153.784321
-49.938054,1,153.908879
-49.938054,1,154.032971
-49.938054,1,154.157701
-49.938054,1,154.280736
-49.938054,1,154.405997
-49.938054,1,154.531262
-49.938054,1,154.651995
-49.938054,1,154.775017
-49.938054,1,154.897903
-49.938054,1,155.019339
-49.938054,1,155.141035
-49.938054,1,155.263408
-49.938054,1,155.383841
-49.938054,1,155.505594
-49.938054,1,155.629377
-49.938054,1,155.755419
-49.938054,1,155.877599
-49.938054,1,156.00059
-49.938054,1,156.122216
-49.938054,1,156.244466
-49.938054,1,156.365615
-49.938054,1,156.486991
-49.938054,1,156.610977
-49.938054,1,156.733556
-49.938054,1,156.856514
-49.938054,1,156.983468
-49.938054,1,157.104292
-49.938054,1,157.228525
-49.938054,1,157.349744
-49.938054,1,157.475838
-49.938054,1,157.601249
-49.938054,1,157.72306
-49.938054,1,157.846529
-49.938054,1,157.969071
-49.938054,1,158.090164
-49.938054,1,158.217573
-49.938054,1,158.339444
-49.938054,1,158.462114
-49.938054,1,158.585087
-49.938054,1,158.705276
-49.938054,1,158.83164
-49.938054,1,158.952418
-49.938054,1,159.074104
-49.938054,1,159.197397
-49.938054,1,159.319579
-49.938054,1,159.444561
-49.938054,1,159.566925
-49.938054,1,159.688106
-49.938054,1,159.809709
-49.938054,1,159.932838
-49.938054,1,160.053885
-49.938054,1,160.175281
-49.938054,1,160.298172
-49.938054,1,160.419659
-49.938054,1,160.540601
-49.938054,1,160.6687
-49.938054,1,160.7926
-49.938054,1,160.915255
-49.938054,1,161.036651
-49.938054,1,161.156699
-49.938054,1,161.298964
-49.938054,1,161.423048
-49.938054,1,161.544076
-49.938054,1,161.672789
-49.938054,1,161.799362
-49.938054,1,161.925531
-49.938054,1,162.049915
-49.938054,1,162.172701
-49.938054,1,162.294976
-49.938054,1,162.418072
-49.938054,1,162.539846
-49.938054,1,162.661405
-49.938054,1,162.784535
-49.938054,1,162.906897
-49.938054,1,163.02835
-49.938054,1,163.154296
-49.938054,1,163.275542
-49.938054,1,163.396749
-49.938054,1,163.51957
-49.938054,1,163.640659
-49.938054,1,163.763757
-49.938054,1,163.886502
-49.938054,1,164.006745
-49.938054,1,164.133711
-49.938054,1,164.25624
-49.938054,1,164.382362
-49.938054,1,164.504576
-49.938054,1,164.625492
-49.938054,1,164.746954
-49.938054,1,164.868968
-49.938054,1,164.98998
-49.938054,1,165.111127
-49.938054,1,165.233114
-49.938054,1,165.355252
-49.938054,1,165.480571
-49.938054,1,165.605465
-49.938054,1,165.727284
-49.938054,1,165.849991
-49.938054,1,165.972073
-49.938054,1,166.094174
-49.938054,1,166.217563
-49.938054,1,166.338978
-49.938054,1,166.459217
-49.938054,1,166.581028
-49.938054,1,166.705186
-49.938054,1,166.828933
-49.938054,1,166.952075
-49.938054,1,167.074437
-49.938054,1,167.195033
-49.938054,1,167.319405
-49.938054,1,167.441431
-49.938054,1,167.562379
-49.938054,1,167.684099
-49.938054,1,167.80668
-49.938054,1,167.929292
-49.938054,1,168.055149
-49.938054,1,168.175404
-49.938054,1,168.296036
-49.938054,1,168.419286
-49.938054,1,168.546129
-49.938054,1,168.667618
-49.938054,1,168.790097
-49.938054,1,168.911186
-49.938054,1,169.030866
-49.938054,1,169.156526
-49.938054,1,169.287213
-49.938054,1,169.411055
-49.938054,1,169.532954
-49.938054,1,169.655264
-49.938054,1,169.778061
-49.938054,1,169.899248
-49.938054,1,170.021846
-49.938054,1,170.144149
-49.938054,1,170.26557
-49.938054,1,170.389427
-49.938054,1,170.514026
-49.938054,1,170.636982
-49.938054,1,170.760957
-49.938054,1,170.882501
-49.938054,1,171.006068
-49.938054,1,171.129256
-49.938054,1,171.24988
-49.938054,1,171.372813
-49.938054,1,171.496465
-49.938054,1,171.618723
-49.938054,1,171.744204
-49.938054,1,171.864753
-49.938054,1,171.986009
-49.938054,1,172.110651
-49.938054,1,172.233358
-49.938054,1,172.355542
-49.938054,1,172.47841
-49.938054,1,172.598517
-49.938054,1,172.718398
-49.938054,1,172.842774
-49.938054,1,172.967607
-49.938054,1,173.090313
-49.938054,1,173.213732
-49.938054,1,173.334984
-49.938054,1,173.460115
-49.938054,1,173.581928
-49.938054,1,173.703473
-49.938054,1,173.826912
-49.938054,1,173.948884
-49.938054,1,174.073044
-49.938054,1,174.199378
-49.938054,1,174.320636
-49.938054,1,174.442753
-49.938054,1,174.565601
-49.938054,1,174.688622
-49.938054,1,174.811486
-49.938054,1,174.931681
-49.938054,1,175.053374
-49.938054,1,175.175014
-49.938054,1,175.299496
-49.938054,1,175.425369
-49.938054,1,175.548983
-49.938054,1,175.679439
-49.938054,1,175.803816
-49.938054,1,175.925551
-49.938054,1,176.048844
-49.938054,1,176.169667
-49.938054,1,176.291271
-49.938054,1,176.413984
-49.938054,1,176.53429
-49.938054,1,176.660861
-49.938054,1,176.78256
-49.938054,1,176.904093
-49.938054,1,177.026506
-49.938054,1,177.150395
-49.938054,1,177.27453
-49.938054,1,177.396676
-49.938054,1,177.51721
-49.938054,1,177.637694
-49.938054,1,177.759175
-49.938054,1,177.88528
-49.938054,1,178.005494
-49.938054,1,178.128421
-49.938054,1,178.250972
-49.938054,1,178.373582
-49.938054,1,178.497003
-49.938054,1,178.618365
-49.938054,1,178.739614
-49.938054,1,178.861037
-49.938054,1,178.98662
-49.938054,1,179.11299
-49.938054,1,179.235106
-49.938054,1,179.356074
-49.938054,1,179.477682
-49.938054,1,179.610385
-49.938054,1,179.741544
-49.938054,1,179.865704
-49.938054,1,179.988465
-49.938054,1,180.11506
-49.938054,1,180.236653
-49.938054,1,180.36419
-49.938054,1,180.486389
-49.938054,1,180.609255
-49.938054,1,180.734153
-49.938054,1,180.857591
-49.938054,1,180.980038
-49.938054,1,181.104052
-49.938054,1,181.226032
-49.938054,1,181.350058
-49.938054,1,181.476182
-49.938054,1,181.602963
-49.938054,1,181.724042
-49.938054,1,181.849357
-49.938054,1,181.972742
-49.938054,1,182.095207
-49.938054,1,182.21785
-49.938054,1,182.338167
-49.938054,1,182.45887
-49.938054,1,182.581858
-49.938054,1,182.70438
-49.938054,1,182.829237
-49.938054,1,182.953302
-49.938054,1,183.08038
-49.938054,1,183.205105
-49.938054,1,183.330622
-49.938054,1,183.453721
-49.938054,1,183.574695
-49.938054,1,183.698438
-49.938054,1,183.820268
-49.938054,1,183.941743
-49.938054,1,184.069748
-49.938054,1,184.191207
-49.938054,1,184.315716
-49.938054,1,184.439034
-49.938054,1,184.559773
-49.938054,1,184.681368
-49.938054,1,184.803129
-49.938054,1,184.926178
-49.938054,1,185.047623
-49.938054,1,185.172737
-49.938054,1,185.299794
-49.938054,1,185.423045
-49.938054,1,185.546614
-49.938054,1,185.668384
-49.938054,1,185.790431
-49.938054,1,185.911375
-49.938054,1,186.034194
-49.938054,1,186.159411
-49.938054,1,186.280279
-49.938054,1,186.40234
-49.938054,1,186.530553
-49.938054,1,186.652954
-49.938054,1,186.77469
-49.938054,1,186.894995
-49.938054,1,187.016076
-49.938054,1,187.139499
-49.938054,1,187.260238
-49.938054,1,187.384997
-49.938054,1,187.507837
-49.938054,1,187.628118
-49.938054,1,187.753615
-49.938054,1,187.874723
-49.938054,1,187.997149
-49.938054,1,188.1183
-49.938054,1,188.239882
-49.938054,1,188.360212
-49.938054,1,188.482183
-49.938054,1,188.606375
-49.938054,1,188.726712
-49.938054,1,188.847514
-49.938054,1,188.973754
-49.938054,1,189.095651
-49.938054,1,189.219526
-49.938054,1,189.342299
-49.938054,1,189.463059
-49.938054,1,189.586107
-49.938054,1,189.708876
-49.938054,1,189.833158
-49.938054,1,189.957675
-49.938054,1,190.079466
-49.938054,1,190.206672
-49.938054,1,190.329258
-49.938054,1,190.455905
-49.938054,1,190.577797
-49.938054,1,190.700082
-49.938054,1,190.822967
-49.938054,1,190.945585
-49.938054,1,191.069218
-49.938054,1,191.191607
-49.938054,1,191.311973
-49.938054,1,191.435185
-49.938054,1,191.55705
-49.938054,1,191.681051
-49.938054,1,191.803526
-49.938054,1,191.925617
-49.938054,1,192.046551
-49.938054,1,192.167037
-49.938054,1,192.290712
-49.938054,1,192.413539
-49.938054,1,192.534269
-49.938054,1,192.659734
-49.938054,1,192.780298
-49.938054,1,192.903198
-49.938054,1,193.026309
-49.938054,1,193.148631
-49.938054,1,193.268846
-49.938054,1,193.391189
-49.938054,1,193.516786
-49.938054,1,193.638724
-49.938054,1,193.761424
-49.938054,1,193.886922
-49.938054,1,194.008967
-49.938054,1,194.133203
-49.938054,1,194.255077
-49.938054,1,194.378156
-49.938054,1,194.500553
-49.938054,1,194.623097
-49.938054,1,194.747617
-49.938054,1,194.868077
-49.938054,1,194.989593
-49.938054,1,195.116972
-49.938054,1,195.238302
-49.938054,1,195.363122
-49.938054,1,195.483652
-49.938054,1,195.604748
-49.938054,1,195.726382
-49.938054,1,195.849107
-49.938054,1,195.972574
-49.938054,1,196.097924
-49.938054,1,196.218388
-49.938054,1,196.343805
-49.938054,1,196.465486
-49.938054,1,196.589022
-49.938054,1,196.711507
-49.938054,1,196.833798
-49.938054,1,196.954159
-49.938054,1,197.077651
-49.938054,1,197.20308
-49.938054,1,197.323516
-49.938054,1,197.445244
-49.938054,1,197.570349
-49.938054,1,197.692876
-49.938054,1,197.817897
-49.938054,1,197.937575
-49.938054,1,198.059597
-49.938054,1,198.180751
-49.938054,1,198.306478
-49.938054,1,198.431053
-49.938054,1,198.551838
-49.938054,1,198.672438
-49.938054,1,198.798457
-49.938054,1,198.919259
-49.938054,1,199.039339
-49.938054,1,199.164583
-49.938054,1,199.28723
-49.938054,1,199.409131
-49.938054,1,199.531555
-49.938054,1,199.663859
-49.938054,1,199.78565
-49.938054,1,199.908369
-49.938054,1,200.035488
-49.938054,1,200.156347
-49.938054,1,200.280652
-49.938054,1,200.403121
-49.938054,1,200.525508
-49.938054,1,200.647929
-49.938054,1,200.769542
-49.938054,1,200.892848
-49.938054,1,201.016102
-49.938054,1,201.13774
-49.938054,1,201.262547
-49.938054,1,201.384469
-49.938054,1,201.509067
-49.938054,1,201.630515
-49.938054,1,201.753461
-49.938054,1,201.874892
-49.938054,1,201.996109
-49.938054,1,202.120211
-49.938054,1,202.240162
-49.938054,1,202.363033
-49.938054,1,202.490213
-49.938054,1,202.612002
-49.938054,1,202.735477
-49.938054,1,202.856721
-49.938054,1,202.977271
-49.938054,1,203.101465
-49.938054,1,203.223877
-49.938054,1,203.34908
-49.938054,1,203.473225
-49.938054,1,203.59509
-49.938054,1,203.721599
-49.938054,1,203.843065
-49.938054,1,203.968988
-49.938054,1,204.093415
-49.938054,1,204.216002
-49.938054,1,204.338525
-49.938054,1,204.461733
-49.938054,1,204.585456
-49.938054,1,204.70763
-49.938054,1,204.832887
-49.938054,1,204.958905
-49.938054,1,205.083484
-49.938054,1,205.207265
-49.938054,1,205.329302
-49.938054,1,205.45181
-49.938054,1,205.57391
-49.938054,1,205.700434
-49.938054,1,205.822848
-49.938054,1,205.945741
-49.938054,1,206.069394
-49.938054,1,206.197882
-49.938054,1,206.323219
-49.938054,1,206.444452
-49.938054,1,206.565869
-49.938054,1,206.689445
-49.938054,1,206.810572
-49.938054,1,206.934537
-49.938054,1,207.057837
-49.938054,1,207.178411
-49.938054,1,207.30285
-49.938054,1,207.428657
-49.938054,1,207.552521
-49.938054,1,207.676378
-49.938054,1,207.799292
-49.938054,1,207.922517
-49.938054,1,208.044137
-49.938054,1,208.163775
-49.938054,1,208.286746
-49.938054,1,208.409907
-49.938054,1,208.531783
-49.938054,1,208.656965
-49.938054,1,208.780204
-49.938054,1,208.902096
-49.938054,1,209.025403
-49.938054,1,209.14687
-49.938054,1,209.267983
-49.938054,1,209.394578
-49.938054,1,209.522866
-49.938054,1,209.646081
-49.938054,1,209.767446
-49.938054,1,209.893352
-49.938054,1,210.015048
-49.938054,1,210.138566
-49.938054,1,210.261212
-49.938054,1,210.38564
-49.938054,1,210.510136
-49.938054,1,210.629515
-49.938054,1,210.750119
-49.938054,1,210.873154
-49.938054,1,210.995336
-49.938054,1,211.120124
-49.938054,1,211.244839
-49.938054,1,211.366034
-49.938054,1,211.486857
-49.938054,1,211.608248
-49.938054,1,211.729271
-49.938054,1,211.852536
-49.938054,1,211.974433
-49.938054,1,212.096515
-49.938054,1,212.217234
-49.938054,1,212.343901
-49.938054,1,212.468869
-49.938054,1,212.591341
-49.938054,1,212.712714
-49.938054,1,212.832783
-49.938054,1,212.954827
-49.938054,1,213.079338
-49.938054,1,213.200456
-49.938054,1,213.324927
-49.938054,1,213.453169
-49.938054,1,213.579372
-49.938054,1,213.706474
-49.938054,1,213.83009
-49.938054,1,213.955074
-49.938054,1,214.078428
-49.938054,1,214.20001
-49.938054,1,214.319854
-49.938054,1,214.441418
-49.938054,1,214.564489
-49.938054,1,214.685858
-49.938054,1,214.811755
-49.938054,1,214.932719
-49.938054,1,215.05569
-49.938054,1,215.177671
-49.938054,1,215.299271
-49.938054,1,215.421415
-49.938054,1,215.546086
-49.938054,1,215.668709
-49.938054,1,215.791927
-49.938054,1,215.914494
-49.938054,1,216.039152
-49.938054,1,216.160836
-49.938054,1,216.283429
-49.938054,1,216.4043
-49.938054,1,216.52617
-49.938054,1,216.649705
-49.938054,1,216.772449
-49.938054,1,216.895531
-49.938054,1,217.016966
-49.938054,1,217.13687
-49.938054,1,217.262984
-49.938054,1,217.392934
-49.938054,1,217.515259
-49.938054,1,217.636109
-49.938054,1,217.759783
-49.938054,1,217.883867
-49.938054,1,218.003846
-49.938054,1,218.125932
-49.938054,1,218.247747
-49.938054,1,218.376352
-49.938054,1,218.510047
-49.938054,1,218.635727
-49.938054,1,218.757886
-49.938054,1,218.884544
-49.938054,1,219.012289
-49.938054,1,219.136258
-49.938054,1,219.257177
-49.938054,1,219.379622
-49.938054,1,219.502664
-49.938054,1,219.624648
-49.938054,1,219.751987
-49.938054,1,219.872817
-49.938054,1,219.994137
-49.938054,1,220.117158
-49.938054,1,220.239027
-49.938054,1,220.364144
-49.938054,1,220.487406
-49.938054,1,220.612305
-49.938054,1,220.736193
-49.938054,1,220.858277
-49.938054,1,220.984087
-49.938054,1,221.10603
-49.938054,1,221.228181
-49.938054,1,221.350193
-49.938054,1,221.472156
-49.938054,1,221.597467
-49.938054,1,221.720959
-49.938054,1,221.840726
-49.938054,1,221.961366
-49.938054,1,222.086238
-49.938054,1,222.209796
-49.938054,1,222.33202
-49.938054,1,222.45568
-49.938054,1,222.575611
-49.938054,1,222.697385
-49.938054,1,222.822391
-49.938054,1,222.94302
-49.938054,1,223.064556
-49.938054,1,223.188457
-49.938054,1,223.310968
-49.938054,1,223.439141
-49.938054,1,223.564357
-49.938054,1,223.689919
-49.938054,1,223.811349
-49.938054,1,223.933797
-49.938054,1,224.057758
-49.938054,1,224.180982
-49.938054,1,224.303588
-49.938054,1,224.42472
-49.938054,1,224.544984
-49.938054,1,224.671949
-49.938054,1,224.79354
-49.938054,1,224.915248
-49.938054,1,225.036906
-49.938054,1,225.158162
-49.938054,1,225.279368
-49.938054,1,225.402007
-49.938054,1,225.524087
-49.938054,1,225.644665
-49.938054,1,225.767532
-49.938054,1,225.895246
-49.938054,1,226.017875
-49.938054,1,226.141829
-49.938054,1,226.262143
-49.938054,1,226.383561
-49.938054,1,226.508526
-49.938054,1,226.629668
-49.938054,1,226.751756
-49.938054,1,226.874747
-49.938054,1,226.995152
-49.938054,1,227.121975
-49.938054,1,227.242982
-49.938054,1,227.363591
-49.938054,1,227.486343
-49.938054,1,227.610142
-49.938054,1,227.736029
-49.938054,1,227.858191
-49.938054,1,227.978874
-49.938054,1,228.099627
-49.938054,1,228.223036
-49.938054,1,228.350055
-49.938054,1,228.474229
-49.938054,1,228.596867
-49.938054,1,228.718777
-49.938054,1,228.841947
-49.938054,1,228.963954
-49.938054,1,229.08592
-49.938054,1,229.208097
-49.938054,1,229.328385
-49.938054,1,229.448866
-49.938054,1,229.575608
-49.938054,1,229.696818
-49.938054,1,229.817858
-49.938054,1,229.939568
-49.938054,1,230.061013
-49.938054,1,230.195177
-49.938054,1,230.32028
-49.938054,1,230.447375
-49.938054,1,230.576315
-49.938054,1,230.70799
-49.938054,1,230.841951
-49.938054,1,230.968795
-49.938054,1,231.093741
-49.938054,1,231.217167
-49.938054,1,231.339697
-49.938054,1,231.463976
-49.938054,1,231.584879
-49.938054,1,231.710324
-49.938054,1,231.833203
-49.938054,1,231.961109
-49.938054,1,232.084976
-49.938054,1,232.210697
-49.938054,1,232.331017
-49.938054,1,232.457522
-49.938054,1,232.579872
-49.938054,1,232.701878
-49.938054,1,232.824305
-49.938054,1,232.947794
-49.938054,1,233.075774
-49.938054,1,233.203854
-49.938054,1,233.332907
-49.938054,1,233.456183
-49.938054,1,233.582007
-49.938054,1,233.705295
-49.938054,1,233.827746
-49.938054,1,233.949655
-49.938054,1,234.071472
-49.938054,1,234.19598
-49.938054,1,234.316864
-49.938054,1,234.445306
-49.938054,1,234.582007
-49.938054,1,234.714248
-49.938054,1,234.845219
-49.938054,1,234.973306
-49.938054,1,235.103471
-49.938054,1,235.23288
-49.938054,1,235.356833
-49.938054,1,235.480447
-49.938054,1,235.605666
-49.938054,1,235.735636
-49.938054,1,235.864984
-49.938054,1,235.985734
-49.938054,1,236.108793
-49.938054,1,236.234445
-49.938054,1,236.357675
-49.938054,1,236.480599
-49.938054,1,236.602132
-49.938054,1,236.723954
-49.938054,1,236.848105
-49.938054,1,236.970682
-49.938054,1,237.097303
-49.938054,1,237.218418
-49.938054,1,237.339847
-49.938054,1,237.466798
-49.938054,1,237.592512
-49.938054,1,237.716128
-49.938054,1,237.83727
-49.938054,1,237.958572
-49.938054,1,238.083554
-49.938054,1,238.205356
-49.938054,1,238.332415
-49.938054,1,238.453485
-49.938054,1,238.573871
-49.938054,1,238.696419
-49.938054,1,238.819489
-49.938054,1,238.940743
-49.938054,1,239.064091
-49.938054,1,239.186948
-49.938054,1,239.308555
-49.938054,1,239.431609
-49.938054,1,239.557022
-49.938054,1,239.679354
-49.938054,1,239.802431
-49.938054,1,239.923024
-49.938054,1,240.045085
-49.938054,1,240.167527
-49.938054,1,240.288236
-49.938054,1,240.408881
-49.938054,1,240.531159
-49.938054,1,240.655898
-49.938054,1,240.78131
-49.938054,1,240.904685
-49.938054,1,241.03419
-49.938054,1,241.1826
-49.938054,1,241.310457
-49.938054,1,241.438608
-49.938054,1,241.568334
-49.938054,1,241.700412
-49.938054,1,241.828995
-49.938054,1,241.953876
-49.938054,1,242.082729
-49.938054,1,242.207828
-49.938054,1,242.331798
-49.938054,1,242.456466
-49.938054,1,242.582343
-49.938054,1,242.705356
-49.938054,1,242.828287
-49.938054,1,242.95219
-49.938054,1,243.075095
-49.938054,1,243.197983
-49.938054,1,243.322604
-49.938054,1,243.448174
-49.938054,1,243.575169
-49.938054,1,243.698272
-49.938054,1,243.821613
-49.938054,1,243.94617
-49.938054,1,244.069735
-49.938054,1,244.191006
-49.938054,1,244.311795
-49.938054,1,244.43434
-49.938054,1,244.561412
-49.938054,1,244.682628
-49.938054,1,244.804883
-49.938054,1,244.925241
-49.938054,1,245.045988
-49.938054,1,245.170497
-49.938054,1,245.291385
-49.938054,1,245.411247
-49.938054,1,245.533553
-49.938054,1,245.656049
-49.938054,1,245.785276
-49.938054,1,245.908592
-49.938054,1,246.02983
-49.938054,1,246.151693
-49.938054,1,246.275454
-49.938054,1,246.397316
-49.938054,1,246.519914
-49.938054,1,246.641748
-49.938054,1,246.762383
-49.938054,1,246.884506
-49.938054,1,247.012527
-49.938054,1,247.133865
-49.938054,1,247.256784
-49.938054,1,247.377419
-49.938054,1,247.503564
-49.938054,1,247.632272
-49.938054,1,247.759107
-49.938054,1,247.881995
-49.938054,1,248.006242
-49.938054,1,248.128834
-49.938054,1,248.257892
-49.938054,1,248.38265
-49.938054,1,248.504851
-49.938054,1,248.626634
-49.938054,1,248.748016
-49.938054,1,248.871192
-49.938054,1,248.998148
-49.938054,1,249.12112
-49.938054,1,249.246796
-49.938054,1,249.374547
-49.938054,1,249.49966
-49.938054,1,249.623303
-49.938054,1,249.747213
-49.938054,1,249.869749
-49.938054,1,249.995132
-49.938054,1,250.116432
-49.938054,1,250.239071
-49.938054,1,250.362353
-49.938054,1,250.485571
-49.938054,1,250.608567
-49.938054,1,250.732614
-49.938054,1,250.85516
-49.938054,1,250.979183
-49.938054,1,251.101205
-49.938054,1,251.223859
-49.938054,1,251.34655
-49.938054,1,251.466939
-49.938054,1,251.590308
-49.938054,1,251.713049
-49.938054,1,251.836491
-49.938054,1,251.967741
-49.938054,1,252.093968
-49.938054,1,252.218579
-49.938054,1,252.345553
-49.938054,1,252.467049
-49.938054,1,252.593049
-49.938054,1,252.718373
-49.938054,1,252.841732
-49.938054,1,252.967407
-49.938054,1,253.091489
-49.938054,1,253.218111
-49.938054,1,253.341194
-49.938054,1,253.463503
-49.938054,1,253.588705
-49.938054,1,253.710948
-49.938054,1,253.831501
-49.938054,1,253.952348
-49.938054,1,254.073527
