#{"t_start": 1762788408.883086, "env_id": "None"}
r,l,t
-49.938054,1,254.195639
-49.938054,1,254.316674
-49.938054,1,254.442703
-49.938054,1,254.565114
-49.938054,1,254.685273
-49.938054,1,254.812895
-49.938054,1,254.933357
-49.938054,1,255.054128
-49.938054,1,255.182261
-49.938054,1,255.303234
-49.938054,1,255.428693
-49.938054,1,255.555651
-49.938054,1,255.68154
-49.938054,1,255.805051
-49.938054,1,255.930187
-49.938054,1,256.052891
-49.938054,1,256.180464
-49.938054,1,256.305786
-49.938054,1,256.433357
-49.938054,1,256.554096
-49.938054,1,256.677302
-49.938054,1,256.809531
-49.938054,1,256.942263
-49.938054,1,257.068498
-49.938054,1,257.192285
-49.938054,1,257.32008
-49.938054,1,257.447032
-49.938054,1,257.578369
-49.938054,1,257.701993
-49.938054,1,257.823804
-49.938054,1,257.947201
-49.938054,1,258.070494
-49.938054,1,258.198691
-49.938054,1,258.320583
-49.938054,1,258.444442
-49.938054,1,258.567551
-49.938054,1,258.688563
-49.938054,1,258.811111
-49.938054,1,258.934086
-49.938054,1,259.055134
-49.938054,1,259.17658
-49.938054,1,259.301621
-49.938054,1,259.427469
-49.938054,1,259.550456
-49.938054,1,259.671356
-49.938054,1,259.793525
-49.938054,1,259.915298
-49.938054,1,260.038516
-49.938054,1,260.158516
-49.938054,1,260.279664
-49.938054,1,260.402004
-49.938054,1,260.523407
-49.938054,1,260.650847
-49.938054,1,260.771878
-49.938054,1,260.89286
-49.938054,1,261.014485
-49.938054,1,261.136342
-49.938054,1,261.258475
-49.938054,1,261.387921
-49.938054,1,261.508045
-49.938054,1,261.629777
-49.938054,1,261.752354
-49.938054,1,261.877878
-49.938054,1,262.000243
-49.938054,1,262.122419
-49.938054,1,262.248452
-49.938054,1,262.370919
-49.938054,1,262.494707
-49.938054,1,262.618963
-49.938054,1,262.740162
-49.938054,1,262.86038
-49.938054,1,262.981347
-49.938054,1,263.110528
-49.938054,1,263.231372
-49.938054,1,263.354187
-49.938054,1,263.475066
-49.938054,1,263.595138
-49.938054,1,263.719162
-49.938054,1,263.841133
-49.938054,1,263.961314
-49.938054,1,264.082466
-49.938054,1,264.204924
-49.938054,1,264.330403
-49.938054,1,264.452321
-49.938054,1,264.574454
-49.938054,1,264.695336
-49.938054,1,264.816053
-49.938054,1,264.938539
-49.938054,1,265.059939
-49.938054,1,265.18174
-49.938054,1,265.305539
-49.938054,1,265.426675
-49.938054,1,265.551364
-49.938054,1,265.674289
-49.938054,1,265.795035
-49.938054,1,265.915854
-49.938054,1,266.037445
-49.938054,1,266.161788
-49.938054,1,266.284974
-49.938054,1,266.407176
-49.938054,1,266.527551
-49.938054,1,266.649541
-49.938054,1,266.775707
-49.938054,1,266.898062
-49.938054,1,267.019099
-49.938054,1,267.140678
-49.938054,1,267.262197
-49.938054,1,267.382105
-49.938054,1,267.506961
-49.938054,1,267.628362
-49.938054,1,267.749369
-49.938054,1,267.871254
-49.938054,1,267.998287
-49.938054,1,268.125747
-49.938054,1,268.250487
-49.938054,1,268.374286
-49.938054,1,268.497266
-49.938054,1,268.618452
-49.938054,1,268.744627
-49.938054,1,268.866871
-49.938054,1,268.989272
-49.938054,1,269.11046
-49.938054,1,269.234055
-49.938054,1,269.358883
-49.938054,1,269.480853
-49.938054,1,269.608135
-49.938054,1,269.729756
-49.938054,1,269.850144
-49.938054,1,269.971714
-49.938054,1,270.094782
-49.938054,1,270.215582
-49.938054,1,270.337568
-49.938054,1,270.462863
-49.938054,1,270.585072
-49.938054,1,270.708092
-49.938054,1,270.829558
-49.938054,1,270.951163
-49.938054,1,271.072561
-49.938054,1,271.198139
-49.938054,1,271.319275
-49.938054,1,271.443872
-49.938054,1,271.56488
-49.938054,1,271.690629
-49.938054,1,271.815331
-49.938054,1,271.936608
-49.938054,1,272.059537
-49.938054,1,272.180905
-49.938054,1,272.301292
-49.938054,1,272.427406
-49.938054,1,272.55039
-49.938054,1,272.680537
-49.938054,1,272.801439
-49.938054,1,272.927839
-49.938054,1,273.04987
-49.938054,1,273.174624
-49.938054,1,273.296968
-49.938054,1,273.421067
-49.938054,1,273.544148
-49.938054,1,273.667872
-49.938054,1,273.78981
-49.938054,1,273.912878
-49.938054,1,274.035141
-49.938054,1,274.163162
-49.938054,1,274.283856
-49.938054,1,274.407314
-49.938054,1,274.530105
-49.938054,1,274.651445
-49.938054,1,274.771941
-49.938054,1,274.893438
-49.938054,1,275.015743
-49.938054,1,275.136528
-49.938054,1,275.258462
-49.938054,1,275.38386
-49.938054,1,275.503937
-49.938054,1,275.625615
-49.938054,1,275.74758
-49.938054,1,275.869822
-49.938054,1,275.993073
-49.938054,1,276.116821
-49.938054,1,276.237421
-49.938054,1,276.357983
-49.938054,1,276.479577
-49.938054,1,276.603733
-49.938054,1,276.728369
-49.938054,1,276.850643
-49.938054,1,276.970292
-49.938054,1,277.09054
-49.938054,1,277.212441
-49.938054,1,277.337784
-49.938054,1,277.458144
-49.938054,1,277.580163
-49.938054,1,277.701727
-49.938054,1,277.826277
-49.938054,1,277.952296
-49.938054,1,278.072465
-49.938054,1,278.193786
-49.938054,1,278.315084
-49.938054,1,278.436788
-49.938054,1,278.558872
-49.938054,1,278.681781
-49.938054,1,278.804393
-49.938054,1,278.926129
-49.938054,1,279.051662
-49.938054,1,279.17978
-49.938054,1,279.303284
-49.938054,1,279.424276
-49.938054,1,279.545774
-49.938054,1,279.668835
-49.938054,1,279.78979
-49.938054,1,279.912213
-49.938054,1,280.035275
-49.938054,1,280.156034
-49.938054,1,280.282323
-49.938054,1,280.406995
-49.938054,1,280.527723
-49.938054,1,280.649706
-49.938054,1,280.772867
-49.938054,1,280.894141
-49.938054,1,281.017208
-49.938054,1,281.138703
-49.938054,1,281.263856
-49.938054,1,281.386142
-49.938054,1,281.511295
-49.938054,1,281.638854
-49.938054,1,281.758835
-49.938054,1,281.882553
-49.938054,1,282.006289
-49.938054,1,282.129804
-49.938054,1,282.266109
-49.938054,1,282.391046
-49.938054,1,282.512143
-49.938054,1,282.635225
-49.938054,1,282.768795
-49.938054,1,282.891228
-49.938054,1,283.012042
-49.938054,1,283.13558
-49.938054,1,283.258167
-49.938054,1,283.385995
-49.938054,1,283.512834
-49.938054,1,283.637494
-49.938054,1,283.764755
-49.938054,1,283.889329
-49.938054,1,284.016551
-49.938054,1,284.141889
-49.938054,1,284.264295
-49.938054,1,284.387126
-49.938054,1,284.516584
-49.938054,1,284.639911
-49.938054,1,284.761996
-49.938054,1,284.883681
-49.938054,1,285.005661
-49.938054,1,285.128829
-49.938054,1,285.253547
-49.938054,1,285.37469
-49.938054,1,285.496131
-49.938054,1,285.619655
-49.938054,1,285.744249
-49.938054,1,285.866748
-49.938054,1,285.989421
-49.938054,1,286.110486
-49.938054,1,286.230411
-49.938054,1,286.353629
-49.938054,1,286.477599
-49.938054,1,286.597472
-49.938054,1,286.719881
-49.938054,1,286.844702
-49.938054,1,286.968639
-49.938054,1,287.09077
-49.938054,1,287.210873
-49.938054,1,287.330925
-49.938054,1,287.453817
-49.938054,1,287.57581
-49.938054,1,287.699864
-49.938054,1,287.822212
-49.938054,1,287.944196
-49.938054,1,288.064783
-49.938054,1,288.187615
-49.938054,1,288.310287
-49.938054,1,288.432268
-49.938054,1,288.554224
-49.938054,1,288.676751
-49.938054,1,288.797093
-49.938054,1,288.923925
-49.938054,1,289.045409
-49.938054,1,289.166166
-49.938054,1,289.289386
-49.938054,1,289.411537
-49.938054,1,289.534843
-49.938054,1,289.658181
-49.938054,1,289.779162
-49.938054,1,289.900373
-49.938054,1,290.021472
-49.938054,1,290.147511
-49.938054,1,290.268276
-49.938054,1,290.390813
-49.938054,1,290.512113
-49.938054,1,290.632264
-49.938054,1,290.755728
-49.938054,1,290.877866
-49.938054,1,290.997699
-49.938054,1,291.117688
-49.938054,1,291.23873
-49.938054,1,291.365116
-49.938054,1,291.486116
-49.938054,1,291.608744
-49.938054,1,291.730917
-49.938054,1,291.851606
-49.938054,1,291.972388
-49.938054,1,292.095669
-49.938054,1,292.216665
-49.938054,1,292.336201
-49.938054,1,292.457997
-49.938054,1,292.58322
-49.938054,1,292.703892
-49.938054,1,292.826041
-49.938054,1,292.948202
-49.938054,1,293.068825
-49.938054,1,293.189189
-49.938054,1,293.314031
-49.938054,1,293.434252
-49.938054,1,293.553839
-49.938054,1,293.675395
-49.938054,1,293.800739
-49.938054,1,293.924427
-49.938054,1,294.047917
-49.938054,1,294.169275
-49.938054,1,294.290142
-49.938054,1,294.414301
-49.938054,1,294.535446
-49.938054,1,294.657876
-49.938054,1,294.78102
-49.938054,1,294.913046
-49.938054,1,295.036286
-49.938054,1,295.160541
-49.938054,1,295.284067
-49.938054,1,295.40436
-49.938054,1,295.525386
-49.938054,1,295.6484
-49.938054,1,295.773129
-49.938054,1,295.902241
-49.938054,1,296.022878
-49.938054,1,296.145922
-49.938054,1,296.286364
-49.938054,1,296.406881
-49.938054,1,296.529325
-49.938054,1,296.652014
-49.938054,1,296.776799
-49.938054,1,296.90433
-49.938054,1,297.024831
-49.938054,1,297.148084
-49.938054,1,297.270063
-49.938054,1,297.390816
-49.938054,1,297.525116
-49.938054,1,297.647389
-49.938054,1,297.771748
-49.938054,1,297.892463
-49.938054,1,298.014592
-49.938054,1,298.139479
-49.938054,1,298.260924
-49.938054,1,298.383549
-49.938054,1,298.505383
-49.938054,1,298.625402
-49.938054,1,298.752812
-49.938054,1,298.873884
-49.938054,1,298.995959
-49.938054,1,299.118181
-49.938054,1,299.239128
-49.938054,1,299.36363
-49.938054,1,299.485774
-49.938054,1,299.606315
-49.938054,1,299.726018
-49.938054,1,299.849563
-49.938054,1,299.977592
-49.938054,1,300.10075
-49.938054,1,300.221702
-49.938054,1,300.341593
-49.938054,1,300.462538
-49.938054,1,300.583652
-49.938054,1,300.705274
-49.938054,1,300.825851
-49.938054,1,300.947471
-49.938054,1,301.069805
-49.938054,1,301.194171
-49.938054,1,301.318603
-49.938054,1,301.440563
-49.938054,1,301.561924
-49.938054,1,301.684113
-49.938054,1,301.805117
-49.938054,1,301.927465
-49.938054,1,302.047749
-49.938054,1,302.170025
-49.938054,1,302.290344
-49.938054,1,302.41635
-49.938054,1,302.540177
-49.938054,1,302.661155
-49.938054,1,302.782517
-49.938054,1,302.904559
-49.938054,1,303.024801
-49.938054,1,303.14797
-49.938054,1,303.270062
-49.938054,1,303.39198
-49.938054,1,303.51424
-49.938054,1,303.640033
-49.938054,1,303.76341
-49.938054,1,303.885944
-49.938054,1,304.007552
-49.938054,1,304.128
-49.938054,1,304.249724
-49.938054,1,304.372464
-49.938054,1,304.494045
-49.938054,1,304.616923
-49.938054,1,304.743678
-49.938054,1,304.869224
-49.938054,1,304.994215
-49.938054,1,305.116581
-49.938054,1,305.239214
-49.938054,1,305.359861
-49.938054,1,305.47971
-49.938054,1,305.601591
-49.938054,1,305.723735
-49.938054,1,305.84507
-49.938054,1,305.965855
-49.938054,1,306.091129
-49.938054,1,306.211205
-49.938054,1,306.331982
-49.938054,1,306.454597
-49.938054,1,306.576167
-49.938054,1,306.696517
-49.938054,1,306.817431
-49.938054,1,306.942842
-49.938054,1,307.062446
-49.938054,1,307.182573
-49.938054,1,307.30826
-49.938054,1,307.430585
-49.938054,1,307.555574
-49.938054,1,307.681669
-49.938054,1,307.804084
-49.938054,1,307.927648
-49.938054,1,308.049247
-49.938054,1,308.173848
-49.938054,1,308.296286
-49.938054,1,308.416923
-49.938054,1,308.542171
-49.938054,1,308.663267
-49.938054,1,308.787806
-49.938054,1,308.91427
-49.938054,1,309.037328
-49.938054,1,309.160619
-49.938054,1,309.281932
-49.938054,1,309.405381
-49.938054,1,309.528373
-49.938054,1,309.648443
-49.938054,1,309.773929
-49.938054,1,309.896657
-49.938054,1,310.026299
-49.938054,1,310.149707
-49.938054,1,310.272522
-49.938054,1,310.396319
-49.938054,1,310.517281
-49.938054,1,310.63999
-49.938054,1,310.761819
-49.938054,1,310.88353
-49.938054,1,311.008895
-49.938054,1,311.132467
-49.938054,1,311.253561
-49.938054,1,311.376191
-49.938054,1,311.497819
-49.938054,1,311.618029
-49.938054,1,311.743309
-49.938054,1,311.86757
-49.938054,1,311.988736
-49.938054,1,312.110748
-49.938054,1,312.237517
-49.938054,1,312.359807
-49.938054,1,312.481707
-49.938054,1,312.60207
-49.938054,1,312.723627
-49.938054,1,312.845609
-49.938054,1,312.966504
-49.938054,1,313.089247
-49.938054,1,313.211711
-49.938054,1,313.332443
-49.938054,1,313.458313
-49.938054,1,313.580946
-49.938054,1,313.705745
-49.938054,1,313.827163
-49.938054,1,313.949373
-49.938054,1,314.069708
-49.938054,1,314.189634
-49.938054,1,314.314165
-49.938054,1,314.434335
-49.938054,1,314.556458
-49.938054,1,314.682191
-49.938054,1,314.802246
-49.938054,1,314.921856
-49.938054,1,315.042873
-49.938054,1,315.165845
-49.938054,1,315.286392
-49.938054,1,315.406869
-49.938054,1,315.530345
-49.938054,1,315.653864
-49.938054,1,315.774059
-49.938054,1,315.899556
-49.938054,1,316.021016
-49.938054,1,316.142458
-49.938054,1,316.267113
-49.938054,1,316.387745
-49.938054,1,316.5091
-49.938054,1,316.631222
-49.938054,1,316.751923
-49.938054,1,316.873682
-49.938054,1,316.994992
-49.938054,1,317.120215
-49.938054,1,317.244349
-49.938054,1,317.367777
-49.938054,1,317.490697
-49.938054,1,317.611928
-49.938054,1,317.734102
-49.938054,1,317.854868
-49.938054,1,317.975484
-49.938054,1,318.100179
-49.938054,1,318.220489
-49.938054,1,318.346125
-49.938054,1,318.468829
-49.938054,1,318.590121
-49.938054,1,318.710528
-49.938054,1,318.831948
-49.938054,1,318.953998
-49.938054,1,319.081168
-49.938054,1,319.204976
-49.938054,1,319.330381
-49.938054,1,319.453275
-49.938054,1,319.579317
-49.938054,1,319.702635
-49.938054,1,319.823254
-49.938054,1,319.946421
-49.938054,1,320.069477
-49.938054,1,320.190882
-49.938054,1,320.312246
-49.938054,1,320.434815
-49.938054,1,320.557952
-49.938054,1,320.67899
-49.938054,1,320.804327
-49.938054,1,320.924361
-49.938054,1,321.04594
